,AID,CID,Activity Outcome,Protein Accession,SMILES
2194441,1671197,98615047.0,Active,AAV41877,CC1(CCC(=O)[C@H]2[C@@]13CC[C@H](C3)C2(C)C)C
2194445,1671197,60196431.0,Active,AAV41877,CCCCCC(CC)OC(=O)CCCOC1=C(C=C(C=C1)Cl)Cl
2194449,1671197,57483158.0,Active,AAV41877,CC(C)OC(=O)C(CC(=O)O)(CC(=O)O)O
2194451,1671197,54676038.0,Inactive,AAV41877,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O
2194453,1671197,441207.0,Inactive,AAV41877,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O
2194455,1671197,54677972.0,Inactive,AAV41877,CC1=CC(=NO1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
2194457,1671197,60196361.0,Inactive,AAV41877,CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2.Cl
2194459,1671197,2724552.0,Inactive,AAV41877,C1[C@H]([C@@H]([C@@H]([C@@](O1)(CO)O)O)O)O
2194461,1671197,22833502.0,Active,AAV41877,C1C=CC=[C-]1.[CH-]1C=CC=C1.Cl[Zr+2]Cl
2194463,1671197,2724385.0,Inactive,AAV41877,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
2194465,1671197,54676537.0,Active,AAV41877,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O
2194467,1671197,60196393.0,Inactive,AAV41877,CC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-]
2194469,1671197,12472902.0,Active,AAV41877,C1=CC(=C(C=C1C(=O)C2=C(C=C(C=C2)O)O)O)O
2194471,1671197,54676228.0,Inactive,AAV41877,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
2194473,1671197,135398739.0,Inactive,AAV41877,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2N=CNC3=O
2194475,1671197,18506491.0,Active,AAV41877,[B-](F)(F)(F)F.CCCCCCCCCCCCCCCCN1C=C[N+](=C1)C
2194477,1671197,60196334.0,Inactive,AAV41877,CCN(CC)CCC1=CNC2=CC=CC=C21.CCN(CC)CCC1=CNC2=CC=CC=C21.C(=C/C(=O)O)\C(=O)O
2194479,1671197,135491728.0,Active,AAV41877,CC/C(=N\OC/C=C/Cl)/C1=C(CC(CC1=O)CC(C)SCC)O
2194481,1671197,57823090.0,Inactive,AAV41877,CCO[C@H](CC1=CC=C(C=C1)OCCC2=CC=C(C=C2)OS(=O)(=O)C)C(=O)O
2194483,1671197,44341259.0,Inactive,AAV41877,C1CC12CN(C[C@@H]2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5C[C@H]5F)F
2194487,1671197,71311389.0,Inactive,AAV41877,O.O.O.O.O.O.Cl[Sc](Cl)Cl
2194489,1671197,60196336.0,Inactive,AAV41877,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSC[C@H](C(=O)[O-])N)OC)SC2)C(=O)O.[Na+]
2194491,1671197,2724411.0,Active,AAV41877,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.C(=O)(C(=O)O)O.C(=O)(C(=O)[O-])O.C(=O)(C(=O)[O-])O
2194495,1671197,135464373.0,Inactive,AAV41877,CCCCN(C(=N)N[N+](=O)[O-])N=O
2194497,1671197,135445761.0,Inactive,AAV41877,C[N+]1=CC=CC=C1/C=N/O.[Cl-]
2194499,1671197,60196260.0,Inactive,AAV41877,CC1(CCCC(N1C)(C)C)C.[C@H]([C@@H](C(=O)O)O)(C(=O)O)O
2194501,1671197,60196266.0,Inactive,AAV41877,CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N.CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O
2194505,1671197,135398658.0,Active,AAV41877,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
2194507,1671197,18542136.0,Inactive,AAV41877,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O.O.O
2194511,1671197,135565674.0,Active,AAV41877,CCCCCCOC(=O)NC(=N)C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4
2194515,1671197,54677470.0,Inactive,AAV41877,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
2194517,1671197,439501.0,Inactive,AAV41877,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O
2194519,1671197,54670067.0,Inactive,AAV41877,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O
2194521,1671197,60196321.0,Active,AAV41877,CCC(=O)N(C1CCN(CC1)CC(C2=CC=CC=C2)O)C3=CC=CC=C3.Cl
2194523,1671197,2724144.0,Inactive,AAV41877,[C-]#N.[Cu+]
2194525,1671197,446541.0,Inactive,AAV41877,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O
2194527,1671197,2724429.0,Inactive,AAV41877,CCCC(C(CO)O)O
2194529,1671197,12521030.0,Inactive,AAV41877,CC(O)(P(=O)(O)O)P(=O)(O)O.O
2194533,1671197,60196328.0,Active,AAV41877,CC(CC1=CC2=C(C=C1)OCO2)NO.Cl
2194535,1671197,54677470.0,Inactive,AAV41877,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
2194537,1671197,60196401.0,Inactive,AAV41877,CCCCC1=NC2=C(C=C1)[C@@H]([C@H]([C@@H]2C3=C(C=C(C=C3)OC)C[C@H](C)C(=O)[O-])C(=O)[O-])C4=CC5=C(C=C4)OCO5.[Na+].[Na+]
2194541,1671197,60196372.0,Inactive,AAV41877,CC1C=C[C-]=C1.[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn]
2194545,1671197,44630019.0,Inactive,AAV41877,CCCC[N+](C)(CCCC)CCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
2194547,1671197,135424354.0,Active,AAV41877,CCCCC1=C(N=C(NC1=O)NCC)C
2194549,1671197,23703979.0,Inactive,AAV41877,CC1=CC(=C(C=C1N=NC2=CC=C(C=C2)S(=O)(=O)[O-])OC)N=NC3=CC=C(C=C3)OC.[Na+]
2194553,1671197,135398739.0,Inactive,AAV41877,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2N=CNC3=O
2194559,1671197,9824131.0,Inactive,AAV41877,CC(C)[C@@H](C(=O)N[C@H]1CC2=CC=CC=C2[C@H]3CCC[C@H](N3C1=O)C(=O)O)SC(=O)C
2194561,1671197,50878597.0,Inactive,AAV41877,C1C2CNCC1C3=CC4=NC=CN=C4C=C23.Cl
2194563,1671197,53316409.0,Inactive,AAV41877,CCCC[N+]1(CCCC1)C.F[P-](F)(F)(F)(F)F
2194567,1671197,9868041.0,Inactive,AAV41877,CS(=O)(=O)O.C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N
2194569,1671197,60196382.0,Inactive,AAV41877,[B-](F)(F)(F)F.CCCC[N+]1(CCCCC1)C
2194573,1671197,22833331.0,Active,AAV41877,CCC(O)OCCCOC
2194575,1671197,54692981.0,Active,AAV41877,CCC(C)[O-].CCC(C)[O-].CCOC(=O)/C=C(/C)\[O-].[Al+3]
2194577,1671197,137319701.0,Active,AAV41877,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=C\2/C(=O)NC(=N)S2.CS(=O)(=O)O
2194579,1671197,60196395.0,Inactive,AAV41877,CCC[N+]1(CCCC1)C.F[P-](F)(F)(F)(F)F
2194583,1671197,9885850.0,Active,AAV41877,C1=C2C(C(=O)N(C2=CC(=C1F)Cl)C(=O)N)C(=O)C3=CC(=CS3)Cl
2194587,1671197,16683023.0,Active,AAV41877,CC(C(=O)O[Hg]C1=CC=CC=C1)O
2194589,1671197,443375.0,Inactive,AAV41877,CN1C2=CC=CC=C2C(=N[C@@H](C1=O)NC(=O)C3=CC4=CC=CC=C4N3)C5=CC=CC=C5
2194591,1671197,135512460.0,Inactive,AAV41877,COC(=O)[C@H](CCCN/C(=N/[N+](=O)[O-])/N)N
2194593,1671197,59086459.0,Active,AAV41877,CS(=O)(=O)C1=C(C=C(C=C1)[C@@H](CC2CCCC2)C(=O)NC3=NC=CN=C3)Cl
2194595,1671197,135408763.0,Inactive,AAV41877,C1=C(N=C(NC1=O)N)N
2194597,1671197,135409852.0,Inactive,AAV41877,C(=N/O)\C=N\O
2194599,1671197,54686904.0,Active,AAV41877,CC(C)(C)NCC(=O)NC1=CC(=C2C[C@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C
2194601,1671197,60196325.0,Inactive,AAV41877,CC1=CC(=C(C=C1OC)C[C@@H](C)N)OC.Cl
2194603,1671197,135449332.0,Inactive,AAV41877,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C
2194605,1671197,22833317.0,Inactive,AAV41877,CCC(O)OCC(C)OC(CC)O
2194607,1671197,54671008.0,Inactive,AAV41877,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F
2194609,1671197,60196387.0,Inactive,AAV41877,CCC[N+]1(CCCCC1)C.[I-]
2194611,1671197,60196392.0,Inactive,AAV41877,CCCC[N+]1=CC=C(C=C1)C.C(F)(F)(F)S(=O)(=O)[O-]
2194615,1671197,60196409.0,Inactive,AAV41877,C1CC1N2CCC(CC2)NC(=O)C3=NC4=C(N3CC5=NOC(=C5)C6=CC=C(S6)Cl)C=CC(=C4)C(=O)[O-].[Na+]
2194617,1671197,135398513.0,Inactive,AAV41877,C1=NC2=C(N1COCCO)N=C(NC2=O)N
2194619,1671197,54670067.0,Inactive,AAV41877,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O
2194623,1671197,9828356.0,Inactive,AAV41877,CC1=NOC(=C1)COC2=C(C=C(C=C2)Cl)CNC3=C4C(=NC=N3)N(C=N4)[C@H]5[C@@H]([C@@H]([C@H](O5)C(=O)NC)N)O
2194625,1671197,60196424.0,Active,AAV41877,CCOC(=O)/C=C(/O)\C.CCOC(=O)/C=C(/O)\C.CC(O)C.CC(O)C.[Ti]
2194627,1671197,135398738.0,Inactive,AAV41877,CN(C)/N=N/C1=C(NC=N1)C(=O)N
2194629,1671197,135398752.0,Inactive,AAV41877,C1=NNC2=C1C(=O)NC(=O)N2
2194631,1671197,9811353.0,Inactive,AAV41877,C1=CC(=CC(=C1)C2=C(C=CC(=C2)CCCCCCC3=CC(=C(C=C3)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C5=CC=CC(=C5)CC(=O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)CC(=O)O
2194633,1671197,60196365.0,Inactive,AAV41877,C1CN(CCN1CCOCC(=O)N)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl
2194635,1671197,135465076.0,Active,AAV41877,C1=CC=C(C=C1)/[N+](=N/[O-])/[O-].[NH4+]
2194637,1671197,22833466.0,Inactive,AAV41877,CCC(CC)C(C)CCOC(=O)C
2194639,1671197,54704426.0,Inactive,AAV41877,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl
2194641,1671197,137319715.0,Inactive,AAV41877,CN1CC(=O)NC1=N
2194645,1671197,23669238.0,Active,AAV41877,C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F.[K+]
2194647,1671197,9861780.0,Inactive,AAV41877,COC(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C(F)(F)F
2194651,1671197,60196438.0,Inactive,AAV41877,CC1=CC(=C(C=C1)C(=O)[N-]S(=O)(=O)/C=C/C2=CC=C(C=C2)OC)Cl.[Na+]
2194653,1671197,441307.0,Inactive,AAV41877,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C.Cl
2194655,1671197,16684880.0,Inactive,AAV41877,CCCCO[Al](OCCCC)OCCCC
2194657,1671197,53316407.0,Active,AAV41877,CCCCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
2194659,1671197,22678982.0,Active,AAV41877,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.C(F)(F)(F)S(=O)(=O)[O-]
2194661,1671197,135401907.0,Inactive,AAV41877,C1=NNC2=C1C(=O)NC=N2
2194663,1671197,54682536.0,Inactive,AAV41877,C([C@@H]([C@@H]1C(=C(C(=O)O1)[O-])O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)[O-])O)O)O.O.O.[Ca+2]
2194665,1671197,60196268.0,Inactive,AAV41877,CC1=C(SC=C1)/C=C/C2=NCCCN2C.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O
2194667,1671197,50878565.0,Inactive,AAV41877,CCCCCCCCCCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F
2194669,1671197,456201.0,Active,AAV41877,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
2194671,1671197,139057448.0,Active,AAV41877,C(CN)N.[Cl-].[Cl-].[Pt+2]
2194673,1671197,60196335.0,Inactive,AAV41877,CN(C)CCC1=CNC2=CC=CC=C21.C(=C/C(=O)O)\C(=O)O
2194675,1671197,60196380.0,Inactive,AAV41877,CCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F
2194677,1671197,23665759.0,Inactive,AAV41877,C(C(=O)[O-])Cl.[Na+]
2194681,1671197,23082568.0,Inactive,AAV41877,CC[N+]1(CCCC1)C.F[P-](F)(F)(F)(F)F
2194683,1671197,91864482.0,Active,AAV41877,CCC(=O)N([C@H]1CCN(C[C@H]1C)CCC2=CC=CS2)C3=CC=CC=C3.Cl
2194685,1671197,440707.0,Active,AAV41877,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C
2194687,1671197,9849425.0,Inactive,AAV41877,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.OS(=O)(=O)O
2194689,1671197,135413497.0,Inactive,AAV41877,C1=CC=C(C=C1)C2=C(C(=O)NC(=N2)N)Br
2194691,1671197,444041.0,Inactive,AAV41877,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O
2194693,1671197,135414420.0,Active,AAV41877,CC1=C(C=CC(=C1)S(=O)(=O)[O-])N=NC2=C(C=CC3=CC=CC=C32)O.[Na+]
2194697,1671197,23160050.0,Inactive,AAV41877,CC[N+]1=CC=CC=C1.F[P-](F)(F)(F)(F)F
2194699,1671197,24802109.0,Inactive,AAV41877,CC(C)N(CCC1=CNC2=C1C=C(C=C2)OC)C(C)C.Cl
2194701,1671197,448537.0,Inactive,AAV41877,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O
2194703,1671197,54682651.0,Inactive,AAV41877,CC(=O)CC(C1=CC=C(C=C1)Cl)C2=C(C3=CC=CC=C3OC2=O)O
2194707,1671197,53316382.0,Active,AAV41877,C1=CC(=CC(=C1)F)CN2C3=C(C=C(C=C3)F)C=C2C(=O)NC4=CC5=C(C=C4)NC=C5
2194709,1671197,23664984.0,Inactive,AAV41877,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CS(=O)(=O)[O-].[Na+]
2194711,1671197,9802545.0,Inactive,AAV41877,CC1=C(C(=O)N2CCC[C@H](C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
2194715,1671197,60196383.0,Inactive,AAV41877,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[O-]
2194717,1671197,426756.0,Active,AAV41877,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2]
2194719,1671197,16682993.0,Inactive,AAV41877,CC(=O)O[Al]OC(=O)C.O
2194721,1671197,45268380.0,Inactive,AAV41877,CCCC[N+]1=CC=CC(=C1)C.[I-]
2194723,1671197,442343.0,Active,AAV41877,CC1=CC[C@H](CC1)[C@](C)(CCC=C(C)C)O
2194725,1671197,24964624.0,Inactive,AAV41877,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N
2194727,1671197,135430323.0,Inactive,AAV41877,CC1=CC(=O)C2=C(C3=C4C5=C2C1=C(C=C5C(C(=C4C(=O)C=C3O)O)(C)C)O)O
2194729,1671197,22833489.0,Active,AAV41877,CCC(C(C(CC(C(C(C)Cl)Cl)Cl)Cl)Cl)Cl
2194733,1671197,443984.0,Inactive,AAV41877,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)[O-])C(=O)[O-])C.[Na+].[Na+]
2194735,1671197,50878556.0,Inactive,AAV41877,CCN1C=C[N+](=C1C)C.F[P-](F)(F)(F)(F)F
2194737,1671197,135400471.0,Active,AAV41877,C1=CC=C(C(=C1)/C=N/NC(=O)C2=CC=NC=C2)O
2194739,1671197,135398745.0,Inactive,AAV41877,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
2194741,1671197,23662354.0,Inactive,AAV41877,C(CS(=O)(=O)[O-])S.[Na+]
2194743,1671197,60196374.0,Inactive,AAV41877,CCN1C=CN(C1C)C.Br
2194745,1671197,447043.0,Inactive,AAV41877,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
2194747,1671197,60196296.0,Inactive,AAV41877,C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=CN31)O.Cl
2194749,1671197,23678596.0,Inactive,AAV41877,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)[O-])C.O.[Na+]
2194751,1671197,9889168.0,Active,AAV41877,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-]
2194755,1671197,443157.0,Inactive,AAV41877,C[C@@H](CCC=C(C)C)CC=O
2194757,1671197,445639.0,Inactive,AAV41877,CCCCCCCC/C=C\CCCCCCCC(=O)O
2194759,1671197,72187525.0,Inactive,AAV41877,CCCCCCCCC/C=C\C=C/C=C\C=C/C=C\C(=O)OCC
2194761,1671197,442482.0,Active,AAV41877,CC1=CC[C@@H](C=C1)C(C)C
2194763,1671197,60196396.0,Inactive,AAV41877,CCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[O-]
2194765,1671197,444008.0,Active,AAV41877,C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O
2194767,1671197,12148754.0,Inactive,AAV41877,C1CN(CCC1C(=O)O)C2=C(C=C(C=C2)F)NC(=O)NC(=O)C3=CC(=C(C=C3Cl)F)F
2194769,1671197,22833331.0,Inactive,AAV41877,CCC(O)OCCCOC
2194771,1671197,46861540.0,Inactive,AAV41877,CN1CCC(CC1)NC2=NC=C3C(=N2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl.Cl.Cl
2194775,1671197,71311204.0,Inactive,AAV41877,O.O.O.O.O.O.Cl[Dy](Cl)Cl
2194777,1671197,442021.0,Inactive,AAV41877,COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC
2194779,1671197,60196394.0,Inactive,AAV41877,CCC[N+]1(CCCC1)C.[Cl-]
2194783,1671197,54685920.0,Inactive,AAV41877,C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl
2194785,1671197,444036.0,Inactive,AAV41877,CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF
2194787,1671197,443755.0,Inactive,AAV41877,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.O.[Na+]
2194789,1671197,451668.0,Inactive,AAV41877,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
2194791,1671197,66509063.0,Inactive,AAV41877,CN1[C@@H]2CC[C@@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1[C@@H]2CC[C@@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.O.OS(=O)(=O)O
2194793,1671197,442460.0,Inactive,AAV41877,CC(=O)O[C@@H]1CC2CCC1(C2(C)C)C
2194797,1671197,443879.0,Active,AAV41877,CC1=CC(=C(C=C1)O)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2
2194799,1671197,60196421.0,Active,AAV41877,COCCCCCCCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C
2194801,1671197,460612.0,Active,AAV41877,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl
2194803,1671197,24944555.0,Active,AAV41877,CCCCCCCCCCCCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F
2194805,1671197,12961638.0,Active,AAV41877,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)[O-])I)I)[O-])I.[Na+].[Na+]
2194807,1671197,60196422.0,Inactive,AAV41877,CCCCC1=CC2=C(C=CC=C2S(=O)(=O)[O-])C=C1.[Na+]
2194809,1671197,441371.0,Active,AAV41877,CCCCCCCCCCCCOS(=O)(=O)O.CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O
2194811,1671197,60196385.0,Inactive,AAV41877,CCC[N+]1(CCCCC1)C.[Br-]
2194815,1671197,9810212.0,Inactive,AAV41877,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)Br)[O-])Br)Br)[O-])Br.[Na+].[Na+]
2194819,1671197,441398.0,Inactive,AAV41877,CCOC(=O)OC(C)OC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](C3=CC=CC=C3)N)(C)C.Cl
2194821,1671197,458426.0,Active,AAV41877,CCCCCCCCCCCCN.Cl
2194823,1671197,53260965.0,Active,AAV41877,C[N+](C)(C)CCO.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
2194825,1671197,6063342.0,Active,AAV41877,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OC)OC
2194827,1671197,60196356.0,Inactive,AAV41877,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@@H](C(S4)(C)C)C(=O)[O-].[Na+]
2194829,1671197,441199.0,Inactive,AAV41877,CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
2194831,1671197,60196430.0,Active,AAV41877,CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Zn+2]
2194833,1671197,459494.0,Active,AAV41877,C1=CC=C(C=C1)CCCC2=CC=CC=N2
2194835,1671197,22833320.0,Inactive,AAV41877,CC1=C(C(=CC=C1)S(=O)(=O)[O-])C.[NH4+]
2194837,1671197,312440.0,Inactive,AAV41877,CC(C)(C)NC(=O)OC1=CC=CC(=C1)NC(=O)N(C)C
2194839,1671197,135444498.0,Inactive,AAV41877,CC1=CC(=O)NC(=N1)C(C)C
2194841,1671197,441345.0,Inactive,AAV41877,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4.Cl
2194843,1671197,60196419.0,Active,AAV41877,C1=C2C=C(C=C(C2=C(C=C1S(=O)(=O)[O-])N)O)S(=O)(=O)O.O.[Na+]
2194845,1671197,23668192.0,Inactive,AAV41877,CC1=C(C=C(C=C1)S(=O)(=O)[O-])C.[Na+]
2194847,1671197,60196399.0,Active,AAV41877,CC(C)C1=C(C(=CC=C1)C(C)C)NC(=O)[N-]S(=O)(=O)C2=CC(=CO2)C(C)(C)O.[Na+]
2194849,1671197,444020.0,Inactive,AAV41877,C1[C@@H]([C@@H]([C@H]([C@@H]([C@]1(CO)O)O)O)O)NC(CO)CO
2194851,1671197,440968.0,Inactive,AAV41877,CC1=CC[C@H]2C[C@@H]1C2(C)C
2194853,1671197,443945.0,Inactive,AAV41877,CN1C2=CC=CC=C2C(=O)N(C3=CC=CC=C31)CCN(C)C.Cl
